                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                 0.6958,                0.50024,                0.80459,                0.87441,                0.80382,                0.87358,                0.69529,                0.79197,                0.89838,                0.85546,               0.002179,               0.002179,               0.002179
                    160,                0.78777,                0.65374,                0.82846,                0.87441,                0.80382,                0.87358,                0.69529,                0.79197,                0.89838,                0.85546,              0.0021295,              0.0021295,              0.0021295
                    161,                0.68816,                0.57646,                0.85804,                 0.8735,                0.90948,                 0.9425,                0.76921,                0.74532,                0.67435,                  0.846,                0.00208,                0.00208,                0.00208
                    162,                0.74412,                0.56398,                0.82971,                 0.8735,                0.90948,                 0.9425,                0.76921,                0.74532,                0.67435,                  0.846,              0.0020305,              0.0020305,              0.0020305
                    163,                0.63509,                0.65301,                0.83415,                0.96956,                0.87007,                0.94505,                0.81534,                0.72118,                0.71898,                0.84369,               0.001981,               0.001981,               0.001981
                    164,                0.69335,                0.53069,                0.83055,                0.96956,                0.87007,                0.94505,                0.81534,                0.72118,                0.71898,                0.84369,              0.0019315,              0.0019315,              0.0019315
                    165,                0.63785,                0.53979,                0.80973,                0.95428,                0.88148,                0.93681,                0.79597,                0.69357,                0.65985,                0.83958,               0.001882,               0.001882,               0.001882
                    166,                0.75831,                0.71854,                0.86729,                0.95428,                0.88148,                0.93681,                0.79597,                0.69357,                0.65985,                0.83958,              0.0018325,              0.0018325,              0.0018325
                    167,                 0.7236,                0.62288,                0.86641,                 0.9555,                0.88148,                0.93461,                0.80547,                0.67804,                0.66608,                0.83988,               0.001783,               0.001783,               0.001783
                    168,                0.63795,                0.53059,                0.81612,                 0.9555,                0.88148,                0.93461,                0.80547,                0.67804,                0.66608,                0.83988,              0.0017335,              0.0017335,              0.0017335
                    169,                0.73175,                0.62459,                0.84494,                0.95505,                0.88148,                 0.9312,                0.79165,                0.71826,                0.66604,                0.84066,               0.001684,               0.001684,               0.001684
                    170,                0.72167,                0.60777,                0.85883,                0.95505,                0.88148,                 0.9312,                0.79165,                0.71826,                0.66604,                0.84066,              0.0016345,              0.0016345,              0.0016345
                    171,                0.75334,                0.53505,                0.85272,                0.95579,                0.88148,                0.93014,                0.80951,                0.70791,                0.69514,                0.84153,               0.001585,               0.001585,               0.001585
                    172,                0.65024,                0.57503,                0.84167,                0.95579,                0.88148,                0.93014,                0.80951,                0.70791,                0.69514,                0.84153,              0.0015355,              0.0015355,              0.0015355
                    173,                0.67679,                0.62863,                0.83738,                0.95461,                0.88148,                 0.9278,                0.80435,                0.68597,                0.64605,                0.83975,               0.001486,               0.001486,               0.001486
                    174,                0.61664,                0.47808,                0.79949,                0.95461,                0.88148,                 0.9278,                0.80435,                0.68597,                0.64605,                0.83975,              0.0014365,              0.0014365,              0.0014365
                    175,                0.66211,                0.51736,                0.84237,                0.95547,                0.88148,                0.92009,                0.78961,                0.67663,                0.64394,                 0.8367,               0.001387,               0.001387,               0.001387
                    176,                 0.6899,                0.60232,                0.83438,                0.95547,                0.88148,                0.92009,                0.78961,                0.67663,                0.64394,                 0.8367,              0.0013375,              0.0013375,              0.0013375
                    177,                0.63797,                0.45526,                0.81539,                0.95317,                0.88148,                0.91794,                0.77174,                 0.6764,                0.62616,                0.83975,               0.001288,               0.001288,               0.001288
                    178,                0.70418,                0.58569,                0.85105,                0.95317,                0.88148,                0.91794,                0.77174,                 0.6764,                0.62616,                0.83975,              0.0012385,              0.0012385,              0.0012385
                    179,                0.67406,                0.57179,                0.80255,                 0.9484,                0.88148,                0.92078,                0.79083,                0.64318,                 0.6302,                0.83504,               0.001189,               0.001189,               0.001189
                    180,                0.54456,                 0.4786,                0.81584,                 0.9484,                0.88148,                0.92078,                0.79083,                0.64318,                 0.6302,                0.83504,              0.0011395,              0.0011395,              0.0011395
                    181,                0.56323,                0.40328,                0.79033,                0.94887,                0.88148,                0.92917,                0.79781,                0.66168,                0.64174,                0.83686,                0.00109,                0.00109,                0.00109
                    182,                0.58949,                0.49936,                 0.8103,                0.94887,                0.88148,                0.92917,                0.79781,                0.66168,                0.64174,                0.83686,              0.0010405,              0.0010405,              0.0010405
                    183,                0.63058,                0.55418,                0.83436,                0.94899,                0.88148,                0.93131,                0.80668,                0.66703,                0.65207,                0.83754,               0.000991,               0.000991,               0.000991
                    184,                0.60243,                0.49082,                0.84119,                0.94899,                0.88148,                0.93131,                0.80668,                0.66703,                0.65207,                0.83754,              0.0009415,              0.0009415,              0.0009415
                    185,                0.60903,                0.47673,                0.80245,                0.94827,                0.88148,                0.91282,                0.78741,                 0.6353,                0.63277,                0.83647,               0.000892,               0.000892,               0.000892
                    186,                0.60707,                0.56769,                0.82193,                0.94827,                0.88148,                0.91282,                0.78741,                 0.6353,                0.63277,                0.83647,              0.0008425,              0.0008425,              0.0008425
                    187,                0.58356,                 0.4886,                0.83574,                0.94967,                0.88148,                0.91852,                0.79902,                0.63248,                0.63301,                 0.8376,               0.000793,               0.000793,               0.000793
                    188,                0.58845,                0.46808,                0.83433,                0.94967,                0.88148,                0.91852,                0.79902,                0.63248,                0.63301,                 0.8376,              0.0007435,              0.0007435,              0.0007435
                    189,                0.59886,                0.44041,                0.77052,                0.95032,                0.88148,                0.92013,                0.80391,                0.62134,                0.63428,                0.83556,               0.000694,               0.000694,               0.000694
                    190,                0.60143,                0.49393,                0.83418,                0.95032,                0.88148,                0.92013,                0.80391,                0.62134,                0.63428,                0.83556,              0.0006445,              0.0006445,              0.0006445
                    191,                0.63331,                0.50164,                0.76957,                0.95126,                0.88148,                0.92208,                0.80203,                0.61716,                0.65217,                0.83519,               0.000595,               0.000595,               0.000595
                    192,                 0.5128,                0.38689,                0.80823,                0.95126,                0.88148,                0.92208,                0.80203,                0.61716,                0.65217,                0.83519,              0.0005455,              0.0005455,              0.0005455
                    193,                0.56816,                 0.4616,                 0.8319,                0.95229,                0.88148,                0.92032,                0.79666,                0.60455,                0.65064,                0.83707,               0.000496,               0.000496,               0.000496
                    194,                0.62558,                0.64356,                0.81284,                0.95229,                0.88148,                0.92032,                0.79666,                0.60455,                0.65064,                0.83707,              0.0004465,              0.0004465,              0.0004465
                    195,                0.62417,                0.52367,                0.85922,                0.95271,                0.88148,                 0.9176,                0.80765,                0.61389,                0.64804,                0.83566,               0.000397,               0.000397,               0.000397
                    196,                0.65769,                0.49856,                0.79667,                0.95271,                0.88148,                 0.9176,                0.80765,                0.61389,                0.64804,                0.83566,              0.0003475,              0.0003475,              0.0003475
                    197,                0.59711,                0.43482,                0.80522,                0.95356,                0.88148,                 0.9176,                0.79643,                0.62234,                0.66581,                0.83746,               0.000298,               0.000298,               0.000298
                    198,                0.58004,                0.50302,                0.80516,                0.95356,                0.88148,                 0.9176,                0.79643,                0.62234,                0.66581,                0.83746,              0.0002485,              0.0002485,              0.0002485
                    199,                0.58718,                0.48544,                0.81574,                0.95408,                0.88148,                0.92251,                0.80071,                0.61964,                0.67045,                0.83602,               0.000199,               0.000199,               0.000199
